ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
42704,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,3.5,0.4194,2623.25,180.0,not_neg,not_int,not_lpsm,1508000.0,sb,pr,home,1U,14220.0,CIB,711,EXP,65-74,to_inst,30.27188329,North,direct,36.0
42705,2019,cf,Joint,pre,type1,,l1,nopc,nob/c,56500,,,,180.0,not_neg,not_int,not_lpsm,68000.0,sb,sr,home,1U,10740.0,CIB,602,EXP,45-54,to_inst,83.08823529,North,direct,36.0
42706,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,246500,3.99,0.739,3590.83,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,2580.0,EXP,759,CIB,55-64,to_inst,85.59027778,North,direct,58.0
42707,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,346500,4.125,0.5618,8308.43,360.0,not_neg,not_int,not_lpsm,438000.0,sb,ir,home,1U,14040.0,CRIF,644,EXP,45-54,not_inst,79.10958904,North,direct,43.0
42708,2019,cf,Sex Not Available,nopre,type3,p3,l2,nopc,nob/c,306500,3.75,-0.1648,9842.98,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3900.0,EXP,876,EXP,65-74,to_inst,88.07471264,south,direct,36.0
42709,2019,ncf,Male,nopre,type3,p4,l1,nopc,nob/c,776500,3.25,-0.7284,7663.49,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,,CRIF,567,CIB,35-44,not_inst,88.43963554,south,direct,
42710,2019,cf,Sex Not Available,pre,type1,p1,l2,nopc,nob/c,306500,4.125,0.0768,5650.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7500.0,CIB,623,EXP,45-54,to_inst,78.99484536,south,direct,36.0
42711,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,4.875,0.4092,0.0,360.0,neg_amm,not_int,not_lpsm,1558000.0,sb,ir,home,1U,3960.0,CRIF,523,EXP,55-64,not_inst,36.36071887,south,direct,19.0
42712,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,4.5,0.8885,11795.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,9840.0,EXP,645,CIB,45-54,to_inst,74.66555184,North,direct,40.0
42713,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.125,0.9042,2968.0,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4560.0,EXP,674,CIB,65-74,to_inst,49.03100775,south,direct,31.0
42714,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,516500,4.125,-0.228,1450.0,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,5700.0,EXP,820,CIB,25-34,not_inst,58.82687927,south,direct,46.0
42715,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,4.625,0.8229,3582.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,5100.0,EXP,892,CIB,35-44,to_inst,80.04807692,North,direct,31.0
42716,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,366500,3.75,-0.3862,10150.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,4080.0,CRIF,749,CIB,65-74,to_inst,40.36343612,south,direct,44.0
42717,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,616500,4.0,0.211,1300.0,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6600.0,CIB,627,CIB,35-44,not_inst,89.60755814,North,direct,49.0
42718,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,3.625,0.8916,3461.9,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4260.0,EXP,580,CIB,45-54,to_inst,82.56302521,south,direct,51.0
42719,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,316500,4.0,0.247,1045.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7080.0,CRIF,837,CIB,35-44,not_inst,75.71770335,North,direct,21.0
42720,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,526500,4.5,0.418,3860.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,8700.0,CRIF,864,EXP,25-34,not_inst,83.83757962,North,direct,37.0
42721,2019,ncf,Joint,pre,type1,p4,l1,nopc,nob/c,416500,4.375,0.2763,301.03,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4980.0,CIB,692,EXP,35-44,not_inst,77.41635688,North,direct,41.0
42722,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,3.99,0.7911,6387.79,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3540.0,CRIF,548,CIB,55-64,to_inst,87.79069767,south,direct,37.0
42723,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,56500,5.375,1.0887,2140.87,324.0,neg_amm,not_int,not_lpsm,68000.0,sb,pr,home,1U,2760.0,CRIF,532,EXP,35-44,to_inst,83.08823529,central,direct,50.0
42724,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,96500,3.75,0.3238,3100.0,360.0,not_neg,not_int,lpsm,168000.0,sb,pr,home,1U,5820.0,CIB,593,EXP,>74,to_inst,57.44047619,North,direct,10.0
42725,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,236500,3.25,0.3891,4690.0,180.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5400.0,EXP,798,CIB,25-34,not_inst,79.36241611,central,direct,37.0
42726,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,116500,4.5,1.0265,3674.24,324.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4980.0,EXP,619,CIB,45-54,to_inst,69.3452381,south,direct,31.0
42727,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,216500,,,,300.0,neg_amm,not_int,not_lpsm,278000.0,sb,pr,home,1U,6180.0,CRIF,654,CIB,65-74,to_inst,77.87769784,North,direct,49.0
42728,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,166500,3.75,0.7299,2422.5,180.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,5880.0,CIB,821,EXP,45-54,to_inst,44.04761905,North,direct,30.0
42729,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,226500,3.625,0.6003,6454.89,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7680.0,CRIF,505,EXP,25-34,to_inst,76.00671141,south,direct,32.0
42730,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,4.625,0.7451,,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4380.0,EXP,684,CIB,55-64,to_inst,67.28723404,south,direct,31.0
42731,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4.125,-0.1101,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7920.0,CIB,768,EXP,35-44,not_inst,79.33673469,North,direct,37.0
42732,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.99,0.4749,7456.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5160.0,CIB,833,EXP,45-54,not_inst,80.44871795,south,direct,36.0
42733,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,396500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,14820.0,EQUI,630,EXP,45-54,not_inst,,North,direct,
42734,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,356500,4.25,-0.1876,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5100.0,EXP,547,CIB,35-44,not_inst,60.6292517,North,direct,47.0
42735,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.25,-0.4258,0.0,360.0,not_neg,int_only,not_lpsm,818000.0,sb,pr,home,1U,7320.0,CRIF,848,CIB,35-44,not_inst,59.47432763,North,direct,27.0
42736,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,56500,5.375,1.2389,108.68,360.0,neg_amm,not_int,not_lpsm,98000.0,sb,sr,home,1U,7680.0,CIB,622,EXP,45-54,not_inst,57.65306122,south,direct,53.0
42737,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,136500,4.375,0.7268,1150.0,180.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3300.0,CIB,609,CIB,65-74,to_inst,59.86842105,North,direct,32.0
42738,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,76500,3.99,1.3091,2480.63,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,780.0,CIB,856,CIB,65-74,to_inst,55.43478261,south,direct,46.0
42739,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,308000.0,sb,ir,home,1U,13920.0,CIB,700,CIB,35-44,not_inst,80.03246753,North,direct,36.0
42740,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,186500,3.5,0.063,4905.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2820.0,CRIF,805,CIB,65-74,to_inst,85.55045872,south,direct,43.0
42741,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,146500,4.5,0.8547,2721.17,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,6000.0,CIB,652,EXP,>74,to_inst,77.92553191,North,direct,46.0
42742,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,386500,,,,180.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7440.0,EXP,689,CIB,35-44,to_inst,82.58547009,North,direct,47.0
42743,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,216500,4.125,0.2962,0.0,180.0,not_neg,not_int,not_lpsm,1248000.0,sb,pr,home,1U,5820.0,CIB,645,CIB,45-54,to_inst,17.34775641,North,direct,26.0
42744,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,616500,3.875,0.2894,0.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,13440.0,EXP,799,EXP,45-54,not_inst,79.24164524,North,direct,31.0
42745,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,666500,5.375,1.3087,11875.0,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,11220.0,CRIF,644,CIB,65-74,to_inst,80.49516908,North,direct,43.0
42746,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,206500,4.125,0.337,4845.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,sr,home,1U,5640.0,CIB,853,EXP,55-64,to_inst,74.28057554,south,direct,48.0
42747,2019,ncf,Joint,pre,type1,p3,l1,nopc,nob/c,816500,5.125,1.3378,5276.51,360.0,not_neg,not_int,not_lpsm,1088000.0,sb,pr,home,1U,17880.0,EXP,806,EXP,35-44,not_inst,75.04595588,North,direct,34.0
42748,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,4.375,1.2764,1838.56,240.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4920.0,CRIF,560,EXP,35-44,not_inst,64.73799127,south,direct,36.0
42749,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,126500,3.5,0.1869,4207.63,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,1860.0,EXP,857,EXP,45-54,to_inst,98.828125,south,direct,39.0
42750,2019,cf,Sex Not Available,nopre,type1,p4,l2,nopc,nob/c,326500,4.375,0.127,3967.28,324.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5340.0,EXP,550,CIB,65-74,to_inst,69.76495726,south,direct,38.0
42751,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,256500,4.75,0.5101,3931.56,360.0,not_neg,not_int,not_lpsm,378000.0,sb,sr,home,1U,10620.0,EXP,871,CIB,55-64,to_inst,67.85714286,south,direct,31.0
42752,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,226500,3.375,-0.2804,1148.93,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4680.0,EXP,831,CIB,35-44,to_inst,84.51492537,North,direct,60.0
42753,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,3.875,0.632,5656.25,180.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5040.0,CIB,677,EXP,45-54,to_inst,74.37106918,North,direct,39.0
42754,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,126500,3.875,0.3281,3762.0,360.0,not_neg,not_int,not_lpsm,158000.0,sb,sr,home,1U,4140.0,CIB,695,EXP,25-34,to_inst,80.06329114,south,direct,48.0
42755,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,4.56,0.6288,4273.11,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5400.0,CIB,556,CIB,35-44,to_inst,67.62820513,North,direct,36.0
42756,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,326500,4.875,0.6189,0.0,360.0,neg_amm,not_int,not_lpsm,348000.0,sb,pr,home,1U,3780.0,CIB,658,CIB,35-44,not_inst,93.82183908,central,direct,47.0
42757,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,166500,3.25,-0.0013,5779.55,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3960.0,CRIF,821,EXP,45-54,not_inst,84.09090909,North,direct,40.0
42758,2019,cf,Female,nopre,type1,p1,l2,nopc,nob/c,576500,4.375,0.0202,795.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,7380.0,EXP,698,CIB,35-44,to_inst,90.36050157,central,direct,38.0
42759,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,3.625,0.0692,1.0,240.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,10380.0,EXP,528,EXP,45-54,not_inst,57.9845815,North,direct,24.0
42760,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,,,,180.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2940.0,CRIF,531,CIB,35-44,to_inst,68.93939394,North,direct,47.0
42761,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,3.5,-0.1195,0.0,120.0,not_neg,not_int,not_lpsm,1328000.0,sb,pr,home,1U,11760.0,CIB,888,CIB,45-54,not_inst,19.31475904,south,direct,44.0
42762,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,556500,,,,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,2U,7500.0,CRIF,827,EXP,65-74,to_inst,64.86013986,North,direct,43.0
42763,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,476500,3.625,-0.093,2040.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,10800.0,CIB,623,EXP,45-54,not_inst,55.53613054,North,direct,28.0
42764,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,626500,3.25,-0.3927,12047.28,360.0,not_neg,not_int,not_lpsm,1098000.0,sb,pr,home,1U,5520.0,CRIF,885,CIB,35-44,not_inst,57.0582878,North,direct,49.0
42765,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,3.625,-0.1325,1376.8,360.0,not_neg,not_int,not_lpsm,1078000.0,sb,pr,home,1U,9120.0,CIB,835,EXP,45-54,not_inst,45.12987013,North,direct,27.0
42766,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,306500,,,,300.0,neg_amm,not_int,not_lpsm,348000.0,sb,pr,home,1U,8460.0,CIB,653,CIB,65-74,to_inst,88.07471264,North,direct,36.0
42767,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360.0,not_neg,not_int,lpsm,618000.0,sb,ir,home,1U,5460.0,CRIF,642,EXP,55-64,to_inst,65.77669903,North,direct,58.0
42768,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,66500,,,,360.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,1260.0,CIB,544,CIB,>74,to_inst,75.56818182,south,direct,43.0
42769,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,126500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,5220.0,CIB,800,CIB,45-54,to_inst,55.48245614,south,direct,45.0
42770,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,326500,3.875,0.4471,2473.44,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,26100.0,CIB,807,CIB,45-54,to_inst,74.543379,south,direct,31.0
42771,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,396500,3.375,-0.1218,5955.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,7380.0,CRIF,805,CIB,35-44,not_inst,79.6184739,North,direct,24.0
42772,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,1680.0,CRIF,589,CIB,55-64,to_inst,64.93710692,south,direct,50.0
42773,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,,,,240.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,9240.0,EXP,557,EXP,55-64,to_inst,88.40782123,south,direct,44.0
42774,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,156500,3.99,0.4564,4015.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4620.0,CIB,682,CIB,55-64,to_inst,50.81168831,south,direct,10.0
42775,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,356500,4.125,1.019,3470.24,240.0,not_neg,not_int,not_lpsm,1358000.0,sb,pr,home,1U,11640.0,EXP,591,CIB,55-64,to_inst,26.25184094,North,direct,28.0
42776,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,316500,3.625,0.2389,2545.62,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4380.0,CRIF,574,CIB,25-34,not_inst,93.63905325,North,direct,42.0
42777,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.5443,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3660.0,CIB,782,EXP,65-74,to_inst,54.34027778,south,direct,30.0
42778,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,3.875,0.807,4013.41,240.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7260.0,EXP,819,EXP,25-34,to_inst,73.32535885,south,direct,24.0
42779,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,3.625,0.03,4147.5,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,3660.0,CRIF,534,CIB,45-54,not_inst,60.37117904,central,direct,49.0
42780,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,696500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,747,EXP,>74,not_inst,,North,direct,
42781,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,186500,4.75,0.7061,2768.75,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3300.0,CIB,526,CIB,>74,to_inst,44.61722488,North,direct,38.0
42782,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,4.125,0.033,0.0,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,9840.0,CIB,592,CIB,25-34,not_inst,91.98841699,North,direct,27.0
42783,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,246500,3.99,0.2087,1772.22,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2340.0,CIB,808,CIB,35-44,not_inst,85.59027778,North,direct,48.0
42784,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,3.5,0.6079,4659.9,180.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,7080.0,CIB,526,CIB,55-64,to_inst,43.12297735,North,direct,37.0
42785,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.3567,908.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,2460.0,CRIF,712,EXP,>74,not_inst,24.06759907,south,direct,49.0
42786,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,326500,,,,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,4200.0,CRIF,574,EXP,55-64,to_inst,56.48788927,North,direct,41.0
42787,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,3.625,-0.0267,1269.19,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6660.0,EXP,604,EXP,25-34,not_inst,79.27509294,south,direct,26.0
42788,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,206500,4.125,0.478,1760.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4320.0,CRIF,586,CIB,25-34,to_inst,83.26612903,south,direct,21.0
42789,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,296500,3.5,0.173,5093.53,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,7020.0,CRIF,564,EXP,45-54,to_inst,82.82122905,North,direct,29.0
42790,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,4.25,0.6289,3271.03,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,6360.0,CRIF,613,EXP,55-64,to_inst,69.9704142,south,direct,26.0
42791,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,3.875,0.1335,2551.5,360.0,not_neg,not_int,not_lpsm,2408000.0,sb,pr,home,3U,9000.0,CRIF,502,EXP,>74,not_inst,19.78820598,North,direct,48.0
42792,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,,,,360.0,neg_amm,not_int,not_lpsm,558000.0,sb,pr,home,1U,5760.0,CIB,616,CIB,45-54,not_inst,80.01792115,North,direct,59.0
42793,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,166500,4.99,0.547,1058.21,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,ir,home,1U,4500.0,CIB,883,EXP,55-64,not_inst,73.02631579,North,direct,9.0
42794,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,666500,3.99,0.5128,21875.0,360.0,not_neg,not_int,not_lpsm,848000.0,sb,pr,home,1U,7440.0,EXP,665,CIB,55-64,to_inst,78.59669811,central,direct,40.0
42795,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,266500,3.5,0.8997,0.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,,CRIF,572,EXP,45-54,to_inst,95.86330935,south,direct,
42796,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,546500,4.75,0.4984,7480.0,360.0,neg_amm,not_int,not_lpsm,688000.0,sb,pr,home,1U,17820.0,EXP,865,EXP,25-34,to_inst,79.43313953,North,direct,44.0
42797,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,286500,4.125,0.5724,6597.5,324.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5100.0,EXP,892,EXP,45-54,to_inst,58.70901639,south,direct,26.0
42798,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.625,-0.1994,654.59,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6660.0,EXP,706,EXP,35-44,not_inst,69.57831325,North,direct,31.0
42799,2019,cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,246500,6.24,1.222,,360.0,not_neg,int_only,not_lpsm,868000.0,sb,pr,home,1U,14040.0,EXP,743,CIB,35-44,to_inst,28.39861751,south,direct,31.0
42800,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,206500,3.75,0.9451,6121.13,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2940.0,CRIF,742,CIB,<25,to_inst,99.27884615,south,direct,45.0
42801,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,3.75,0.2676,3372.5,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4440.0,CIB,611,CIB,35-44,not_inst,91.44021739,North,direct,43.0
42802,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,406500,3.625,-0.2338,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,5520.0,EXP,523,EXP,35-44,not_inst,67.97658863,North,direct,36.0
42803,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,136500,,,,240.0,neg_amm,not_int,not_lpsm,198000.0,sb,pr,home,1U,3060.0,CIB,805,CIB,45-54,to_inst,68.93939394,North,direct,46.0
42804,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,326500,3.5,0.7371,9712.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4680.0,CIB,650,CIB,35-44,to_inst,80.0245098,south,direct,41.0
42805,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,3.75,0.1199,4670.38,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,8760.0,EXP,826,EXP,35-44,not_inst,86.13945578,North,direct,32.0
42806,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,716500,3.625,0.2065,58.5,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,11100.0,CRIF,530,EXP,35-44,not_inst,94.52506596,North,direct,30.0
42807,2019,cf,Joint,,type1,p3,l1,nopc,nob/c,336500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6120.0,EQUI,881,EXP,35-44,not_inst,,North,direct,
42808,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,0.0593,0.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,5940.0,CRIF,619,EXP,25-34,not_inst,72.82934132,south,direct,32.0
42809,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,106500,4.75,0.6144,2525.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,sr,home,1U,6600.0,CIB,788,EXP,65-74,to_inst,27.44845361,North,direct,33.0
42810,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,306500,,,,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,7260.0,EXP,892,CIB,55-64,to_inst,90.68047337,central,direct,41.0
42811,2019,ncf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,4200.0,EXP,709,CIB,45-54,to_inst,58.02752294,North,direct,21.0
42812,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,676500,5.25,0.9237,24278.75,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,9600.0,EXP,670,EXP,45-54,to_inst,70.61586639,North,direct,45.0
42813,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,466500,3.69,0.0467,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,11100.0,CIB,560,CIB,45-54,not_inst,93.6746988,south,direct,30.0
